Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
5989;Male;1;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;946;27955;Yes
5990;Male;0;No;Yes;36;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;947;35125;No
5991;Male;0;No;No;16;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9425;148325;Yes
5992;Male;0;Yes;Yes;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);7245;465385;Yes
5993;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;7495;15175;No
5994;Female;0;No;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1052;440075;Yes
5995;Male;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);11195;80331;No
5996;Male;0;No;No;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1985;125365;No
5997;Female;0;No;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8975;55265;No
5998;Male;0;Yes;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;2005;10360;No
5999;Male;0;No;No;35;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10895;40255;No
6000;Male;0;No;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);1965;9284;No
6001;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;249;249;No
6002;Male;0;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8285;46025;Yes
6003;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);932;650615;No
6004;Female;0;Yes;Yes;67;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);848;55983;No
6005;Male;1;No;No;60;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;One year;Yes;Electronic check;7175;437455;No
6006;Male;0;Yes;Yes;23;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);3035;67875;No
6007;Male;0;No;Yes;39;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);5485;21917;No
6008;Male;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;195;23975;No
6009;Male;1;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10385;54855;Yes
6010;Male;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;242;60905;No
6011;Female;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1935;68375;No
6012;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;836;4042;Yes
6013;Female;1;Yes;No;50;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;10065;518975;No
6014;Female;0;No;No;54;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);941;50609;No
6015;Female;0;No;No;3;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;7455;23365;No
6016;Male;0;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;10845;717655;Yes
6017;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;5615;29145;No
6018;Male;0;No;No;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2035;68975;No
6019;Female;0;No;No;41;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;8055;32639;No
6020;Female;0;Yes;Yes;34;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;6125;19932;No
6021;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2045;2545;No
6022;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);189;34765;No
6023;Female;1;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);196;9679;No
6024;Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);915;24295;Yes
6025;Female;0;No;Yes;41;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);452;18419;No
6026;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1945;2321;No
6027;Male;0;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2545;80925;No
6028;Male;0;Yes;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);8085;86645;Yes
6029;Male;0;No;No;4;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;949;36055;No
6030;Female;0;No;No;43;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);4905;20762;Yes
6031;Female;1;Yes;Yes;12;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;293;3559;No
6032;Male;1;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1053;729965;Yes
6033;Male;1;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8895;22912;Yes
6034;Female;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2025;12915;No
6035;Male;1;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;11085;749175;Yes
6036;Female;0;Yes;No;53;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;1105;58355;No
6037;Male;1;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1094;703145;No
6038;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1142;77239;Yes
6039;Male;1;Yes;No;27;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);365;10320;Yes
6040;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7075;7075;Yes
6041;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;1096;No
6042;Female;1;Yes;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;196;7278;No
6043;Male;0;No;No;3;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;4015;13075;Yes
6044;Female;0;No;Yes;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;766;8930;No
6045;Female;0;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);196;7631;No
6046;Female;0;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);853;7814;No
6047;Male;0;Yes;No;13;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;6585;90225;No
6048;Male;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9445;265365;Yes
6049;Female;0;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2005;10167;No
6050;Male;0;Yes;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);994;594365;No
6051;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;200;2757;No
6052;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;7845;312645;No
6053;Female;0;No;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;251;107015;No
6054;Female;0;Yes;Yes;36;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9735;34579;Yes
6055;Female;0;No;No;6;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;550;3404;No
6056;Female;0;No;No;58;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);711;42992;No
6057;Male;0;No;No;19;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);6155;10932;No
6058;Male;0;Yes;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);459;5219;No
6059;Female;0;No;No;39;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);403;16304;No
6060;Female;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;871;7136;No
6061;Female;0;No;Yes;26;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;495;126565;No
6062;Female;1;No;No;53;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);738;400385;No
6063;Female;0;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;192;14014;No
6064;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;453;453;Yes
6065;Male;0;No;No;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;250;15105;No
6066;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;9495;1781;Yes
6067;Male;0;No;No;7;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;353;2648;No
6068;Female;0;No;Yes;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4455;4806;Yes
6069;Male;0;Yes;Yes;59;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);7675;45419;No
6070;Male;0;Yes;Yes;61;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);810;497615;No
6071;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10555;754225;No
6072;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;188;25125;No
6073;Female;0;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;249;15955;No
6074;Male;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2345;2345;Yes
6075;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;No;Mailed check;649;68555;No
6076;Female;0;Yes;Yes;65;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);6135;38741;No
6077;Female;0;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;11395;68914;No
6078;Female;0;Yes;No;55;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;9015;491695;No
6079;Female;0;Yes;No;25;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;541;13730;No
6080;Male;0;No;No;1;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;297;297;Yes
6081;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);498;498;No
6082;Female;0;Yes;No;59;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;1011;60399;Yes
6083;Male;1;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);244;154865;No
6084;Male;0;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);950;344025;No
6085;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;5065;1513;Yes
6086;Male;0;Yes;No;61;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Mailed check;699;42267;No
6087;Male;0;No;Yes;26;No;No phone service;DSL;No;Yes;No;No;Yes;No;One year;Yes;Bank transfer (automatic);3995;102375;No
6088;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;554;554;Yes
6089;Female;1;Yes;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;906;906;Yes
6090;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);10325;70744;No
6091;Male;1;Yes;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;8685;15635;Yes
6092;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);9425;684975;No
6093;Female;0;Yes;No;71;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Two year;Yes;Electronic check;4705;32636;No
6094;Male;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2055;125285;No
6095;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1965;6755;No
6096;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;702;702;No
6097;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);810;57500;No
6098;Male;0;Yes;Yes;21;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);759;154975;No
6099;Female;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);247;181055;No
6100;Female;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);9905;295285;Yes
6101;Female;1;No;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);11025;746755;No
6102;Female;0;Yes;No;64;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);850;54844;No
6103;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1975;2949;No
6104;Female;0;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;239;975;No
6105;Female;0;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);11125;591645;Yes
6106;Male;0;No;No;2;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;551;11335;Yes
6107;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;1995;No
6108;Male;0;No;No;18;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2515;4768;No
6109;Female;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;5415;10165;No
6110;Female;0;Yes;No;19;Yes;No;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Mailed check;598;113085;No
6111;Female;0;No;No;40;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);8385;353225;No
6112;Female;1;Yes;Yes;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1049;689145;No
6113;Male;0;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;753;15707;No
6114;Male;0;No;No;8;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;6665;52095;No
6115;Female;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1095;78549;No
6116;Female;0;No;No;48;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);7385;35814;No
6117;Male;0;No;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);193;14479;No
6118;Male;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1182;854715;No
6119;Female;0;No;No;14;Yes;No;DSL;No;Yes;No;No;No;No;One year;No;Credit card (automatic);5145;72785;No
6120;Male;0;No;No;6;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;5945;3576;No
6121;Female;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);195;15935;No
6122;Female;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1955;28085;No
6123;Male;0;No;No;65;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;One year;No;Electronic check;9355;606925;No
6124;Female;0;Yes;Yes;57;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Mailed check;593;327435;No
6125;Male;0;Yes;No;13;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10225;13590;Yes
6126;Male;1;No;No;19;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);959;17779;Yes
6127;Female;0;Yes;No;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);1098;610965;No
6128;Female;0;Yes;No;14;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;781;11224;No
6129;Male;0;Yes;No;52;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;399;20209;No
6130;Female;0;No;No;58;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);649;379545;No
6131;Female;1;No;No;47;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;9505;450455;Yes
6132;Female;0;No;No;67;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);534;357915;No
6133;Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);249;497;No
6134;Male;1;No;No;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);447;2765;No
6135;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1140;81759;No
6136;Female;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2025;89035;No
6137;Female;0;No;No;5;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);5385;2598;Yes
6138;Male;1;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);8385;55888;No
6139;Male;0;No;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);202;506;No
6140;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;580;No
6141;Male;1;Yes;No;52;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1042;556835;Yes
6142;Female;0;Yes;No;42;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;5025;220365;Yes
6143;Male;0;Yes;Yes;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2035;93895;No
6144;Male;1;Yes;No;23;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;900;20241;No
6145;Female;0;Yes;Yes;67;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);542;362395;No
6146;Female;0;No;No;25;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;995;236905;Yes
6147;Female;1;Yes;No;39;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Mailed check;991;387795;No
6148;Female;0;No;No;69;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;669;45779;No
6149;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Mailed check;2585;2585;No
6150;Male;0;No;No;32;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9105;28715;No
6151;Female;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;710;67255;Yes
6152;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);932;15737;Yes
6153;Male;0;Yes;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);2095;127055;No
6154;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1092;771145;No
6155;Male;0;Yes;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1935;12605;Yes
6156;Female;1;No;No;26;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);858;219365;No
6157;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;6455;Yes
6158;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;1965;312;No
6159;Female;0;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);205;3825;No
6160;Female;0;No;No;36;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);8965;33481;No
6161;Male;0;No;No;7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;7435;5336;No
6162;Female;1;Yes;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);4945;290755;No
6163;Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;891;16208;No
6164;Male;1;Yes;No;45;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);7515;348035;No
6165;Male;1;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7065;29385;No
6166;Female;0;Yes;Yes;31;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1042;324345;Yes
6167;Male;0;Yes;Yes;47;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;9005;41372;No
6168;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7925;7925;Yes
6169;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);449;449;Yes
6170;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);194;194;No
6171;Female;1;Yes;Yes;59;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);8875;534865;No
6172;Male;0;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;701;65965;Yes
6173;Male;1;No;No;35;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);910;31805;No
6174;Male;0;No;No;4;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;2965;1185;Yes
6175;Male;0;Yes;Yes;32;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Electronic check;908;302385;No
6176;Male;0;No;No;43;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7785;336585;Yes
6177;Male;0;No;No;4;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;543;1953;Yes
6178;Female;1;Yes;No;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;1895;10311;No
6179;Female;1;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);9515;99765;Yes
6180;Female;1;No;No;66;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1024;647185;No
6181;Male;0;Yes;Yes;61;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;999;624135;No
